id,console-name,product-name,loose-price,cib-price,new-price,graded-price,box-only-price,manual-only-price,bgs-10-price,condition-17-price,condition-18-price,gamestop-price,gamestop-trade-price,retail-loose-buy,retail-loose-sell,retail-cib-buy,retail-cib-sell,retail-new-buy,retail-new-sell,upc,sales-volume,genre,tcg-id,asin,epid,release-date
7569343,Pokemon 1998 KFC,Charizard #6,$34.99,$24.25,$90.00,$153.05,$199.99,$405.00,$527.00,$324.00,$243.00,,,$15.20,$37.99,$8.10,$26.99,$39.60,$98.99,,37,Pokemon Card,,,,1998-06-01
7569401,Pokemon 1998 KFC,Dragonite #149,$15.99,$22.00,$74.99,$75.00,$83.00,$241.23,$314.00,$193.00,$145.00,,,$4.50,$17.99,$7.20,$23.99,$32.80,$81.99,,45,Pokemon Card,,,,1998-06-01
7569338,Pokemon 1998 KFC,Ivysaur #2,$13.05,$19.00,$23.99,$41.65,$46.00,$198.50,$258.00,$159.00,$119.00,,,$3.50,$13.99,$6.30,$20.99,$7.80,$25.99,,160,Pokemon Card,,,,1998-06-01
7569353,Pokemon 1998 KFC,Onix #95,$8.58,,$14.31,$16.11,$18.00,$125.35,$163.00,$100.00,$75.00,,,$1.90,$9.39,,,$4.00,$15.99,,23,Pokemon Card,,,,1998-06-01
7569349,Pokemon 1998 KFC,Pikachu #25,$16.10,$17.50,$43.39,$97.25,$107.00,$255.76,$332.00,$205.00,$153.00,,,$4.50,$17.99,$4.80,$18.99,$19.20,$47.99,,33,Pokemon Card,,,,1998-06-01
7569358,Pokemon 1998 KFC,Scyther #123,$15.99,$8.00,$9.50,$64.99,$71.00,$111.10,$144.00,$89.00,$67.00,,,$4.50,$17.99,$1.80,$8.79,$2.00,$9.99,,34,Pokemon Card,,,,1998-06-01
7569365,Pokemon 1998 KFC,Snorlax #143,$23.49,$67.00,,$66.13,$73.00,$169.01,$220.00,$135.00,$101.00,,,$7.80,$25.99,$29.60,$73.99,,,,35,Pokemon Card,,,,1998-06-01
3560771,Pokemon 1999 Topps Movie,A Call to Arms #16,$0.99,$1.25,$2.24,$8.97,$13.35,$100.00,$130.00,$80.00,$60.00,,,,$1.09,,$1.39,,$2.49,,9,Pokemon Card,,,,1999-06-01
3560772,Pokemon 1999 Topps Movie,A Call to Arms [Foil] #16,$3.43,$6.04,,$8.44,$9.00,,,,,,,$0.80,$3.79,$1.30,$6.59,,,,3,Pokemon Card,,,,1999-06-01
3560773,Pokemon 1999 Topps Movie,A Call to Arms [Rainbow Foil] #16,$10.00,,$38.99,,,,,,,,,$2.80,$10.99,,,$17.20,$42.99,,8,Pokemon Card,,,,1999-06-01
3560910,Pokemon 1999 Topps Movie,A Great Day #58,$1.52,,$17.91,$25.00,$28.00,$84.89,$110.00,$37.37,$51.00,,,,$1.69,,,$5.00,$19.99,,10,Pokemon Card,,,,1999-06-01
3560911,Pokemon 1999 Topps Movie,A Great Day [Corrected] #58,,,$10.02,,,,,,,,,,,,,$2.80,$10.99,,1,Pokemon Card,,,,1999-06-01
3560912,Pokemon 1999 Topps Movie,A Great Day [Foil] #58,$4.49,$17.00,$21.50,$23.00,$25.00,,,,,,,$1.00,$4.89,$4.80,$18.99,$7.20,$23.99,,8,Pokemon Card,,,,1999-06-01
3560913,Pokemon 1999 Topps Movie,A Great Day [Rainbow Foil] #58,$2.25,,$13.42,$32.00,$35.00,,,,,,,,$2.49,,,$3.80,$14.99,,2,Pokemon Card,,,,1999-06-01
3560748,Pokemon 1999 Topps Movie,Ash and Company #9,$1.42,$9.99,$10.50,$29.08,$32.00,$124.50,$162.00,$100.00,$75.00,,,,$1.59,$2.80,$10.99,$3.00,$11.99,,11,Pokemon Card,,,,1999-06-01
3560749,Pokemon 1999 Topps Movie,Ash and Company [Foil] #9,$3.51,$10.25,$21.50,$22.02,$24.00,$64.00,$83.00,$27.00,$38.00,,,$0.80,$3.89,$2.80,$10.99,$7.20,$23.99,,15,Pokemon Card,,,,1999-06-01
3560750,Pokemon 1999 Topps Movie,Ash and Company [Rainbow Foil] #9,,$11.50,$37.50,,,,,,,,,,,$3.30,$12.99,$16.40,$40.99,,2,Pokemon Card,,,,1999-06-01
3560831,Pokemon 1999 Topps Movie,Ash's Sacrifice #36,$2.00,$6.00,$7.00,$18.99,$21.00,$31.00,$40.00,$25.00,$19.00,,,,$2.19,$1.30,$6.59,$1.50,$7.69,,7,Pokemon Card,,,,1999-06-01
3560832,Pokemon 1999 Topps Movie,Ash's Sacrifice [Foil] #36,$2.70,$12.70,$15.65,$38.00,$42.00,$63.00,$82.00,$50.00,$38.00,,,,$2.99,$3.50,$13.99,$4.30,$16.99,,8,Pokemon Card,,,,1999-06-01
3560833,Pokemon 1999 Topps Movie,Ash's Sacrifice [Rainbow Foil] #36,,,$35.00,$150.00,$165.00,,,,,,,,,,,$15.60,$38.99,,2,Pokemon Card,,,,1999-06-01
3560727,Pokemon 1999 Topps Movie,Awakenings #2,$3.58,$6.00,$6.88,$18.23,$20.00,$125.00,$163.00,$18.00,$75.00,,,$0.80,$3.89,$1.30,$6.59,$1.50,$7.59,,12,Pokemon Card,,,,1999-06-01
3560728,Pokemon 1999 Topps Movie,Awakenings [Foil] #2,$15.64,$7.95,$17.42,$19.00,$21.00,$61.00,$79.00,$49.00,$37.00,,,$4.30,$16.99,$1.80,$8.79,$4.80,$18.99,,8,Pokemon Card,,,,1999-06-01
3560729,Pokemon 1999 Topps Movie,Awakenings [Rainbow Foil] #2,$7.00,$10.50,$17.20,$118.68,$131.00,,,,,,,$1.50,$7.69,$3.00,$11.99,$4.80,$18.99,,5,Pokemon Card,,,,1999-06-01
3560751,Pokemon 1999 Topps Movie,Battle Before Lunch #10,$1.22,,$15.68,$17.00,$19.00,,,,,,,,$1.29,,,$4.30,$16.99,,4,Pokemon Card,,,,1999-06-01
3560752,Pokemon 1999 Topps Movie,Battle Before Lunch [Foil] #10,$4.27,$5.50,$13.00,$24.99,$27.00,,,,,,,$0.90,$4.69,$1.20,$6.09,$3.50,$13.99,,3,Pokemon Card,,,,1999-06-01
3560753,Pokemon 1999 Topps Movie,Battle Before Lunch [Rainbow Foil] #10,$10.50,$10.00,$35.00,,,,,,,,,$3.00,$11.99,$2.80,$10.99,$15.60,$38.99,,3,Pokemon Card,,,,1999-06-01
3560819,Pokemon 1999 Topps Movie,Battle Renewed #32,$1.85,,$19.47,$21.00,$23.00,$117.62,$153.00,$26.62,$71.00,,,,$1.99,,,$6.30,$20.99,,7,Pokemon Card,,,,1999-06-01
3560820,Pokemon 1999 Topps Movie,Battle Renewed [Foil] #32,$11.25,$18.00,$22.25,$48.68,$54.00,$311.87,$405.00,$250.00,$187.00,,,$3.00,$11.99,$5.00,$19.99,$7.20,$23.99,,7,Pokemon Card,,,,1999-06-01
3560821,Pokemon 1999 Topps Movie,Battle Renewed [Rainbow Foil] #32,$10.49,$30.00,,$43.69,$48.00,,,,,,,$3.00,$11.99,$9.90,$32.99,,,,7,Pokemon Card,,,,1999-06-01
3560798,Pokemon 1999 Topps Movie,Battle of the Champions #25,$2.32,$10.19,$13.22,$13.99,$15.00,$197.10,$256.00,$158.00,$118.00,,,,$2.59,$2.80,$10.99,$3.80,$14.99,,11,Pokemon Card,,,,1999-06-01
3560799,Pokemon 1999 Topps Movie,Battle of the Champions [Foil] #25,$20.12,,$21.54,$132.84,$146.00,$299.99,$390.00,$240.00,$180.00,,,$6.60,$21.99,,,$7.20,$23.99,,6,Pokemon Card,,,,1999-06-01
3560800,Pokemon 1999 Topps Movie,Battle of the Champions [Rainbow Foil] #25,$5.00,$28.00,$35.00,,,,,,,,,$1.10,$5.49,$9.30,$30.99,$15.60,$38.99,,2,Pokemon Card,,,,1999-06-01
3560784,Pokemon 1999 Topps Movie,Best of the Best #20,$1.03,$7.50,$13.36,$23.45,$26.00,$67.00,$87.00,$31.00,$40.00,,,,$1.09,$1.70,$8.29,$3.80,$14.99,,6,Pokemon Card,,,,1999-06-01
3560785,Pokemon 1999 Topps Movie,Best of the Best [Rainbow Foil] #20,,,,,,,,,,,,,,,,,,,0,Pokemon Card,,,,1999-06-01
3560783,Pokemon 1999 Topps Movie,Best of the Best [The Best of the Best [Foil] #20,$5.99,$15.25,$17.25,$19.00,$21.00,$222.50,$289.00,$178.00,$134.00,,,$1.30,$6.59,$4.30,$16.99,$4.80,$18.99,,6,Pokemon Card,,,,1999-06-01
3560901,Pokemon 1999 Topps Movie,Better Than Ever #56,$1.28,$10.00,$12.50,$17.51,$19.00,$28.89,$38.00,$20.75,$17.00,,,,$1.39,$2.80,$10.99,$3.50,$13.99,,8,Pokemon Card,,,,1999-06-01
3560902,Pokemon 1999 Topps Movie,Better Than Ever [Corrected] #56,,,,,,,,,,,,,,,,,,,0,Pokemon Card,,,,1999-06-01
3560903,Pokemon 1999 Topps Movie,Better Than Ever [Foil] #56,$3.62,$3.25,,$12.01,$13.00,,,,,,,$0.80,$3.99,,$3.59,,,,5,Pokemon Card,,,,1999-06-01
3560904,Pokemon 1999 Topps Movie,Better Than Ever [Rainbow Foil] #56,$6.11,$5.50,$18.94,$21.00,$23.00,,,,,,,$1.30,$6.69,$1.20,$6.09,$6.30,$20.99,,4,Pokemon Card,,,,1999-06-01
6869856,Pokemon 1999 Topps Movie,Booster Box,$1525.00,,,,,,,,,,,$1006.80,$1678.00,,,,,,12,Sealed Product,,,,
7747585,Pokemon 1999 Topps Movie,Booster Box [Black Logo],$701.68,,,,,,,,,,,$463.20,$772.00,,,,,,2,Sealed Product,,,,
3560914,Pokemon 1999 Topps Movie,C'Mon We Need Help [Rainbow Foil] #59,,,,,,,,,,,,,,,,,,,0,Pokemon Card,,,,1999-06-01
3560891,Pokemon 1999 Topps Movie,"C'Mon, We Need Help #53",$1.59,$9.99,$16.70,$18.00,$20.00,$90.00,$117.00,$12.77,$54.00,,,,$1.79,$2.80,$10.99,$4.50,$17.99,,11,Pokemon Card,,,,1999-06-01
3560892,Pokemon 1999 Topps Movie,"C'Mon, We Need Help [Corrected] #53",,,,$23.17,$25.00,,,,,,,,,,,,,,1,Pokemon Card,,,,1999-06-01
3560890,Pokemon 1999 Topps Movie,"C'Mon, We Need Help [Foil] #53",$7.50,,$11.50,$20.00,$22.00,$60.00,$78.00,$48.00,$36.00,,,$1.70,$8.29,,,$3.30,$12.99,,6,Pokemon Card,,,,1999-06-01
3560893,Pokemon 1999 Topps Movie,"C'Mon, We Need Help [Rainbow Foil] #53",$13.60,$16.00,$19.99,$20.50,$23.00,,,,,,,$3.80,$14.99,$4.50,$17.99,$6.60,$21.99,,4,Pokemon Card,,,,1999-06-01
3560807,Pokemon 1999 Topps Movie,Chase for Pikachu #28,$1.71,$10.55,$24.75,$27.00,$30.00,$55.00,$72.00,$16.50,$33.00,,,,$1.89,$3.00,$11.99,$8.10,$26.99,,12,Pokemon Card,,,,1999-06-01
3560808,Pokemon 1999 Topps Movie,Chase for Pikachu [Foil] #28,$8.99,$11.00,$14.29,$45.55,$50.00,,,,,,,$2.00,$9.89,$3.00,$11.99,$4.00,$15.99,,8,Pokemon Card,,,,1999-06-01
3560809,Pokemon 1999 Topps Movie,Chase for Pikachu [Rainbow Foil] #28,$8.95,,,$80.00,$88.00,,,,,,,$2.00,$9.89,,,,,,4,Pokemon Card,,,,1999-06-01
3560953,Pokemon 1999 Topps Movie,Checklist,$3.99,$9.00,$10.99,$35.00,$39.00,$97.54,$127.00,$34.99,$59.00,,,$0.90,$4.39,$2.00,$9.89,$3.00,$11.99,,54,Pokemon Card,,,,1999-06-01
3560954,Pokemon 1999 Topps Movie,Checklist [Foil],$12.58,$16.00,$20.21,$46.75,$51.00,$320.00,$416.00,$130.00,$192.00,,,$3.50,$13.99,$4.50,$17.99,$6.60,$21.99,,17,Pokemon Card,,,,1999-06-01
3560955,Pokemon 1999 Topps Movie,Checklist [Rainbow Foil],$45.00,$37.00,$46.50,$102.99,$180.50,$275.00,$358.00,$220.00,$165.00,,,$20.00,$49.99,$16.40,$40.99,$20.40,$50.99,,14,Pokemon Card,,,,1999-06-01
3560810,Pokemon 1999 Topps Movie,Clones #29,$1.49,,$11.36,$15.25,$17.00,$100.00,$130.00,$10.80,$60.00,,,,$1.59,,,$3.30,$12.99,,8,Pokemon Card,,,,1999-06-01
3560811,Pokemon 1999 Topps Movie,Clones [Foil] #29,$2.00,$10.00,$11.11,$16.99,$19.00,$45.00,$59.00,$36.00,$27.00,,,,$2.19,$2.80,$10.99,$3.00,$11.99,,7,Pokemon Card,,,,1999-06-01
3560812,Pokemon 1999 Topps Movie,Clones [Rainbow Foil] #29,,,,,,,,,,,,,,,,,,,0,Pokemon Card,,,,1999-06-01
3560730,Pokemon 1999 Topps Movie,Consciousness and Congratulations #3,$2.99,,$17.01,$20.00,$22.00,,,$24.50,,,,,$3.29,,,$4.80,$18.99,,5,Pokemon Card,,,,1999-06-01
3560731,Pokemon 1999 Topps Movie,Consciousness and Congratulations [Foil] #3,$4.99,$9.16,$34.99,$38.00,$42.00,,,,,,,$1.10,$5.49,$2.00,$9.99,$15.20,$37.99,,5,Pokemon Card,,,,1999-06-01
3560732,Pokemon 1999 Topps Movie,Consciousness and Congratulations [Rainbow Foil] #3,$7.95,,$42.83,,,,,,,,,$1.80,$8.79,,,$18.80,$46.99,,2,Pokemon Card,,,,1999-06-01
3560852,Pokemon 1999 Topps Movie,"Don't Cry, Togepi #43",$3.12,,$4.25,$7.88,$9.00,$163.76,$213.00,$131.00,$98.00,,,,$3.39,,,$0.90,$4.69,,10,Pokemon Card,,,,1999-06-01
3560854,Pokemon 1999 Topps Movie,"Don't Cry, Togepi [Foil] #43",$4.49,,$15.50,$17.00,$19.00,,,,,,,$1.00,$4.89,,,$4.30,$16.99,,4,Pokemon Card,,,,1999-06-01
3560853,Pokemon 1999 Topps Movie,"Don't Cry, Togepi [Rainbow Foil] #43",$13.02,,$10.00,,$129.00,,,,,,,$3.50,$13.99,,,$2.80,$10.99,,3,Pokemon Card,,,,1999-06-01
3560754,Pokemon 1999 Topps Movie,Donfan #11,$0.99,,$2.63,$10.15,$11.00,$60.51,$79.00,$20.00,$36.00,,,,$1.09,,,,$2.89,,6,Pokemon Card,,,,1999-06-01
3560755,Pokemon 1999 Topps Movie,Donfan [Foil] #11,$4.49,,,$14.95,$16.00,,,,,,,$1.00,$4.89,,,,,,2,Pokemon Card,,,,1999-06-01
3560756,Pokemon 1999 Topps Movie,Donfan [Rainbow Foil] #11,,$11.05,$35.00,,,,,,,,,,,$3.00,$11.99,$15.60,$38.99,,2,Pokemon Card,,,,1999-06-01
3560757,Pokemon 1999 Topps Movie,Donphan #11,$0.77,,,$65.95,$73.00,,,,,,,,$0.99,,,,,,4,Pokemon Card,,,,1999-06-01
3560758,Pokemon 1999 Topps Movie,Donphan [Foil] #11,,$9.68,$12.50,$100.00,$110.00,$365.10,$475.00,$292.00,$219.00,,,,,$2.80,$10.99,$3.50,$13.99,,4,Pokemon Card,,,,1999-06-01
3560884,Pokemon 1999 Topps Movie,Everyone Pull #52,$3.50,$9.99,$15.01,,,$36.00,$47.00,$29.00,$22.00,,,$0.80,$3.89,$2.80,$10.99,$4.30,$16.99,,10,Pokemon Card,,,,1999-06-01
3560886,Pokemon 1999 Topps Movie,Everyone Pull [Corrected Foil] #52,,,,,,,,,,,,,,,,,,,0,Pokemon Card,,,,1999-06-01
3560885,Pokemon 1999 Topps Movie,Everyone Pull [Corrected] #52,,,,,,,,,,,,,,,,,,,0,Pokemon Card,,,,1999-06-01
3560887,Pokemon 1999 Topps Movie,Everyone Pull [Foil] #52,$4.97,$13.00,$16.55,$28.40,$31.00,,,,,,,$1.10,$5.49,$3.50,$13.99,$4.50,$17.99,,6,Pokemon Card,,,,1999-06-01
3560888,Pokemon 1999 Topps Movie,Everyone Pull [Rainbow Foil] #52,,,,,,,,,,,,,,,,,,,0,Pokemon Card,,,,1999-06-01
3560840,Pokemon 1999 Topps Movie,Farewell #39,$5.96,$9.21,$17.25,$34.22,$38.00,$159.77,$208.00,$123.01,$96.00,,,$1.30,$6.59,$2.00,$9.99,$4.80,$18.99,,19,Pokemon Card,,,,1999-06-01
3560841,Pokemon 1999 Topps Movie,Farewell [Foil] #39,$10.49,$18.22,$23.13,$46.00,$51.00,$152.50,$198.00,$250.00,$92.00,,,$3.00,$11.99,$5.00,$19.99,$7.50,$24.99,,12,Pokemon Card,,,,1999-06-01
3560842,Pokemon 1999 Topps Movie,Farewell [Rainbow Foil] #39,$19.62,$34.03,$40.00,,,,,,,,,$6.60,$21.99,$14.80,$36.99,$17.60,$43.99,,4,Pokemon Card,,,,1999-06-01
3560828,Pokemon 1999 Topps Movie,Fight Rages #35,$4.25,$17.50,$20.50,$28.80,$32.00,$74.99,$97.00,$60.00,$45.00,,,$0.90,$4.69,$4.80,$18.99,$6.90,$22.99,,30,Pokemon Card,,,,1999-06-01
3560829,Pokemon 1999 Topps Movie,Fight Rages [Foil] #35,$4.99,$19.50,$31.99,$36.39,$40.00,$219.50,$285.00,$176.00,$132.00,,,$1.10,$5.49,$6.30,$20.99,$10.50,$34.99,,13,Pokemon Card,,,,1999-06-01
3560830,Pokemon 1999 Topps Movie,Fight Rages [Rainbow Foil] #35,$23.34,$20.00,$50.00,$59.00,$65.00,,,,,,,$7.80,$25.99,$6.60,$21.99,$22.00,$54.99,,7,Pokemon Card,,,,1999-06-01
6971307,Pokemon 1999 Topps Movie,First Movie Booster Pack,$35.00,,,,,,,,,,,$15.60,$38.99,,,,,,5,Sealed Product,,,,
3560846,Pokemon 1999 Topps Movie,Future Looks Bright #41,$4.89,$9.18,$25.63,$52.65,$58.00,$60.00,$78.00,$56.83,$36.00,,,$1.10,$5.39,$2.00,$9.99,$8.40,$27.99,,19,Pokemon Card,,,,1999-06-01
3560847,Pokemon 1999 Topps Movie,Future Looks Bright [Foil] #41,$9.25,$19.17,$25.00,$54.37,$60.00,$252.20,$328.00,$202.00,$151.00,,,$2.00,$9.99,$6.30,$20.99,$8.40,$27.99,,12,Pokemon Card,,,,1999-06-01
3560848,Pokemon 1999 Topps Movie,Future Looks Bright [Rainbow Foil] #41,$9.12,$20.74,$45.00,,,,,,,,,$2.00,$9.99,$6.90,$22.99,$20.00,$49.99,,3,Pokemon Card,,,,1999-06-01
3560786,Pokemon 1999 Topps Movie,Introductions #21,$1.51,$8.00,$10.60,$20.52,$23.00,$65.00,$85.00,$52.00,$39.00,,,,$1.69,$1.80,$8.79,$3.00,$11.99,,10,Pokemon Card,,,,1999-06-01
3560787,Pokemon 1999 Topps Movie,Introductions [Foil] #21,$4.99,$20.80,$41.00,$42.88,$47.00,$81.01,$105.00,$65.00,$49.00,,,$1.10,$5.49,$6.90,$22.99,$18.00,$44.99,,9,Pokemon Card,,,,1999-06-01
3560788,Pokemon 1999 Topps Movie,Introductions [Rainbow Foil] #21,$2.00,$10.83,$41.63,,,,,,,,,,$2.19,$3.00,$11.99,$18.40,$45.99,,4,Pokemon Card,,,,1999-06-01
3560762,Pokemon 1999 Topps Movie,Invitation #13,$4.00,,$12.50,$25.14,$28.00,$149.42,$194.00,$32.85,$90.00,,,$0.90,$4.39,,,$3.50,$13.99,,9,Pokemon Card,,,,1999-06-01
3560763,Pokemon 1999 Topps Movie,Invitation [Foil] #13,$4.56,$20.00,$24.29,$64.97,$71.00,$406.00,$528.00,$325.00,$244.00,,,$1.00,$4.99,$6.60,$21.99,$8.10,$26.99,,10,Pokemon Card,,,,1999-06-01
3560764,Pokemon 1999 Topps Movie,Invitation [Rainbow Foil] #13,$14.99,$11.00,$41.63,$130.00,$143.00,,,,,,,$4.00,$15.99,$3.00,$11.99,$18.40,$45.99,,4,Pokemon Card,,,,1999-06-01
3560733,Pokemon 1999 Topps Movie,Leaving the Nest #4,$4.73,$16.00,$19.99,$24.40,$27.00,$200.00,$260.00,$48.50,$120.00,,,$1.00,$5.19,$4.50,$17.99,$6.60,$21.99,,14,Pokemon Card,,,,1999-06-01
3560734,Pokemon 1999 Topps Movie,Leaving the Nest [Foil] #4,$5.97,$12.75,$27.76,$68.00,$75.00,,,,,,,$1.30,$6.59,$3.50,$13.99,$9.30,$30.99,,8,Pokemon Card,,,,1999-06-01
3560735,Pokemon 1999 Topps Movie,Leaving the Nest [Rainbow Foil] #4,$19.99,$10.50,$25.25,$46.16,$51.00,,,,,,,$6.60,$21.99,$3.00,$11.99,$8.40,$27.99,,5,Pokemon Card,,,,1999-06-01
3560724,Pokemon 1999 Topps Movie,Legends #1,$3.68,$15.00,$18.75,$33.00,$36.00,$125.00,$163.00,$44.00,$75.00,,,$0.80,$4.09,$4.30,$16.99,$6.30,$20.99,,18,Pokemon Card,,,,1999-06-01
3560725,Pokemon 1999 Topps Movie,Legends [Foil] #1,$20.69,$24.00,$29.64,$88.47,$97.00,,,,,,,$6.90,$22.99,$7.80,$25.99,$9.90,$32.99,,10,Pokemon Card,,,,1999-06-01
3560726,Pokemon 1999 Topps Movie,Legends [Rainbow Foil] #1,$4.99,,$60.14,$66.00,$73.00,,,,,,,$1.10,$5.49,,,$26.40,$65.99,,4,Pokemon Card,,,,1999-06-01
3560843,Pokemon 1999 Topps Movie,Like It Never Happened #40,$2.07,,$16.75,$20.50,$23.00,$46.00,$60.00,$18.75,$28.00,,,,$2.29,,,$4.50,$17.99,,8,Pokemon Card,,,,1999-06-01
3560844,Pokemon 1999 Topps Movie,Like It Never Happened [Foil] #40,$4.99,,$20.02,$24.08,$26.00,,,,,,,$1.10,$5.49,,,$6.60,$21.99,,6,Pokemon Card,,,,1999-06-01
3560845,Pokemon 1999 Topps Movie,Like It Never Happened [Rainbow Foil] #40,$4.57,$9.71,$13.00,,,,,,,,,$1.00,$4.99,$2.80,$10.99,$3.50,$13.99,,4,Pokemon Card,,,,1999-06-01
3560855,Pokemon 1999 Topps Movie,Looks Like Trouble #44,$2.25,$13.92,$15.29,$23.17,$25.00,$125.85,$164.00,$101.00,$76.00,,,,$2.49,$3.80,$14.99,$4.30,$16.99,,6,Pokemon Card,,,,1999-06-01
3560856,Pokemon 1999 Topps Movie,Looks Like Trouble [Corrected] #44,,,,,,,,,,,,,,,,,,,0,Pokemon Card,,,,1999-06-01
3560857,Pokemon 1999 Topps Movie,Looks Like Trouble [Foil] #44,$5.10,$12.00,$27.43,$30.00,$33.00,$200.00,$260.00,$160.00,$120.00,,,$1.10,$5.59,$3.30,$12.99,$9.00,$29.99,,13,Pokemon Card,,,,1999-06-01
3560858,Pokemon 1999 Topps Movie,Looks Like Trouble [Rainbow Foil] #44,$19.98,,$22.81,,,,,,,,,$6.60,$21.99,,,$7.50,$24.99,,2,Pokemon Card,,,,1999-06-01
3560765,Pokemon 1999 Topps Movie,Marina in Chaos #14,$1.99,$6.00,$7.00,$11.32,$12.00,$100.00,$130.00,$80.00,$60.00,,,,$2.19,$1.30,$6.59,$1.50,$7.69,,7,Pokemon Card,,,,1999-06-01
3560766,Pokemon 1999 Topps Movie,Marina in Chaos [Foil] #14,$4.96,$8.00,$10.39,$17.36,$19.00,,,,,,,$1.10,$5.49,$1.80,$8.79,$2.80,$10.99,,6,Pokemon Card,,,,1999-06-01
3560767,Pokemon 1999 Topps Movie,Marina in Chaos [Rainbow Foil] #14,$8.19,,$28.86,,,,,,,,,$1.80,$8.99,,,$9.60,$31.99,,3,Pokemon Card,,,,1999-06-01
3560739,Pokemon 1999 Topps Movie,Mechanical Mewtwo #6,$3.31,,$37.07,$41.00,$45.00,$332.50,$432.00,$266.00,$200.00,,,,$3.59,,,$16.40,$40.99,,14,Pokemon Card,,,,1999-06-01
3560740,Pokemon 1999 Topps Movie,Mechanical Mewtwo [Foil] #6,$4.13,$31.00,$33.60,$68.50,$75.00,$254.69,$331.00,$204.00,$153.00,,,$0.90,$4.49,$10.20,$33.99,$14.80,$36.99,,9,Pokemon Card,,,,1999-06-01
3560741,Pokemon 1999 Topps Movie,Mechanical Mewtwo [Rainbow Foil] #6,$49.00,,,$249.95,$275.00,,,,,,,$21.60,$53.99,,,,,,1,Pokemon Card,,,,1999-06-01
3560792,Pokemon 1999 Topps Movie,Meowth Times Two #23,$2.22,,$3.55,$29.63,$33.00,$125.27,$163.00,$100.00,$75.00,,,,$2.39,,,$0.80,$3.89,,10,Pokemon Card,,,,1999-06-01
3560793,Pokemon 1999 Topps Movie,Meowth Times Two [Foil] #23,$3.23,$10.50,$11.50,$17.50,$19.00,$30.00,$39.00,$24.00,$18.00,,,,$3.59,$3.00,$11.99,$3.30,$12.99,,5,Pokemon Card,,,,1999-06-01
3560794,Pokemon 1999 Topps Movie,Meowth Times Two [Rainbow Foil] #23,$8.39,,,,,,,,,,,$1.80,$9.19,,,,,,1,Pokemon Card,,,,1999-06-01
3560759,Pokemon 1999 Topps Movie,Nefarious Team Rocket #12,$2.00,$11.50,$13.50,$32.66,$36.00,,,$12.50,,,,,$2.19,$3.30,$12.99,$3.80,$14.99,,17,Pokemon Card,,,,1999-06-01
3560760,Pokemon 1999 Topps Movie,Nefarious Team Rocket [Foil] #12,$3.87,$13.00,$16.19,$99.00,$109.00,$411.99,$536.00,$330.00,$247.00,,,$0.90,$4.29,$3.50,$13.99,$4.50,$17.99,,6,Pokemon Card,,,,1999-06-01
3560761,Pokemon 1999 Topps Movie,Nefarious Team Rocket [Rainbow Foil] #12,$5.67,,$21.25,,,,,,,,,$1.20,$6.19,,,$6.90,$22.99,,2,Pokemon Card,,,,1999-06-01
3560915,Pokemon 1999 Topps Movie,New Friends and Farewells #59,$1.83,$5.00,,$13.00,$14.00,$115.99,$151.00,$93.00,$70.00,,,,$1.99,$1.10,$5.49,,,,6,Pokemon Card,,,,1999-06-01
3560916,Pokemon 1999 Topps Movie,New Friends and Farewells [Foil] #59,$4.30,,$25.19,,,$90.50,$118.00,$72.00,$54.00,,,$0.90,$4.69,,,$8.40,$27.99,,5,Pokemon Card,,,,1999-06-01
3560917,Pokemon 1999 Topps Movie,New Friends and Farewells [Rainbow Foil] #59,$2.00,$18.50,$36.99,,,,,,,,,,$2.19,$5.00,$19.99,$16.40,$40.99,,3,Pokemon Card,,,,1999-06-01
3560863,Pokemon 1999 Topps Movie,Peacemaker Pikachu #46,$3.25,$10.00,$12.50,$27.03,$30.00,$99.99,$130.00,$80.00,$60.00,,,,$3.59,$2.80,$10.99,$3.50,$13.99,,16,Pokemon Card,,,,1999-06-01
3560865,Pokemon 1999 Topps Movie,Peacemaker Pikachu [Corrected Foil] #46,,$28.51,,,,,,,,,,,,$9.30,$30.99,,,,1,Pokemon Card,,,,1999-06-01
3560864,Pokemon 1999 Topps Movie,Peacemaker Pikachu [Corrected] #46,,,,$23.17,$25.00,,,,,,,,,,,,,,1,Pokemon Card,,,,1999-06-01
3560866,Pokemon 1999 Topps Movie,Peacemaker Pikachu [Foil] #46,$4.49,$16.50,,$32.76,$36.00,,,,,,,$1.00,$4.89,$4.50,$17.99,,,,8,Pokemon Card,,,,1999-06-01
3560867,Pokemon 1999 Topps Movie,Peacemaker Pikachu [Rainbow Foil] #46,$11.42,,$23.74,,,,,,,,,$3.30,$12.99,,,$7.80,$25.99,,3,Pokemon Card,,,,1999-06-01
3560849,Pokemon 1999 Topps Movie,Pikachu's Vacation #42,$3.55,$10.03,$18.08,$27.84,$31.00,$124.99,$162.00,$19.99,$75.00,,,$0.80,$3.89,$2.80,$10.99,$5.00,$19.99,,14,Pokemon Card,,,,1999-06-01
3560850,Pokemon 1999 Topps Movie,Pikachu's Vacation [Foil] #42,$6.50,$10.55,$21.50,$36.75,$40.00,$250.00,$325.00,$200.00,$150.00,,,$1.40,$7.19,$3.00,$11.99,$7.20,$23.99,,14,Pokemon Card,,,,1999-06-01
